IDfg,Name,avg_ab,avg_r,avg_h,avg_3b,avg_hr,avg_rbi,avg_sb,avg_avg,hits_above_avg,avg_obp,obp_above_avg,avg_slg,slg_above_avg,total_hits,total_at_bats,total_walks,total_hbp,total_sf,total_pa,total_2b,total_3b,total_hr,stddev_AB,stddev_R,stddev_H,stddev_3B,stddev_HR,stddev_RBI,stddev_SB,stddev_AVG,stddev_OBP,stddev_SLG,SeasonsPlayed,LatestAge,eligible_positions,consistency_AB,consistency_R,consistency_H,consistency_3B,consistency_HR,consistency_RBI,consistency_SB,consistency_AVG,consistency_OBP,consistency_SLG,overall_consistency,overall_consistency_cat,value_r,value_h,value_3b,value_hr,value_rbi,value_sb,value_hits_above_avg,value_obp_above_avg,value_slg_above_avg,total_value,rf_rank,lf_rank,cf_rank,3b_rank,2b_rank,ss_rank,c_rank,util_rank,1b_rank,adjusted_total_value,player_draft_value
18360,Austin Riley,613.6666666666666,99.33333333333333,175.33333333333334,2.0,36.0,99.0,1.6666666666666665,0.2857142857142857,40.9830111306386,0.3647342995169082,0.016924687816193718,0.5247148288973384,0.07047702657078392,526,1841,168,38,23,2070,104,6,108,23.028967265887832,15.30795000427338,6.3508529610858835,1.0,2.6457513110645907,7.211102550927979,1.5275252316519468,0.015534906930308045,0.01171893055416464,0.00793725393319381,3,26,3B,0.9638304928782858,0.8664708771691516,0.9650445474060448,0.6666666666666666,0.9315383652456747,0.9321059439386739,0.5217803813052,0.9484317060107917,0.9688701553923388,0.9850986146697953,0.8749837750682625,Highly Consistent,1.6882954752889383,1.799153182858961,0.08062064321216722,2.0625006338758984,1.7938950887334562,-0.8300911014703354,1.4881310815327569,0.6314632174341261,1.4600494136468087,10.174017635112778,0,0,0,1,0,0,0,0,0,11.191419398624056,40.736766610991566
14344,Matt Olson,596.3333333333334,104.66666666666667,157.66666666666666,1.0,42.333333333333336,117.66666666666667,1.6666666666666667,0.26439351593068755,1.6825675788769558,0.37093690248565964,0.025156183922824926,0.5399664617104528,0.08572865938389829,473,1789,267,17,19,2092,106,3,127,27.42869543622761,20.744477176668816,12.662279942148386,1.7320508075688772,10.408329997330664,18.903262505010435,2.081665999466133,0.022188585654190175,0.033005050118630835,0.06350065616458886,3,29,1B,0.9560269875831754,0.8345882467782689,0.9256598470533072,0.36602540378443865,0.8026544985493611,0.8615854703911588,0.4446421422851422,0.9225751171078682,0.9182925915324194,0.8947736267914804,0.7926823931856621,Average Consistent,1.9407245142462617,1.2929454261146518,-0.5607613627868496,2.8057657629685537,2.6694430666020006,-0.8300911014703353,0.061095586727990155,0.9385818521906523,1.776012481747858,10.093716226340781,0,0,0,0,0,0,0,0,3,11.10308784897486,40.41523977026849
23697,Julio Rodriguez,582.5,93.0,162.5,2.5,30.0,89.0,31.0,0.27896995708154504,18.077244957737094,0.34065934065934067,0.0016060520006634937,0.49527896995708154,0.04104116763052701,325,1165,87,19,3,1274,62,5,60,101.1162697096763,12.727922061357855,24.748737341529164,0.7071067811865476,2.8284271247461903,19.79898987322333,8.48528137423857,0.006363961030678894,0.008485281374238538,0.016970562748477157,2,22,CF,0.8520862153374156,0.8796162658529184,0.8678296169421473,0.7795187907884576,0.9138421370601056,0.8180223006087294,0.78510267423915,0.977696443967184,0.9756969437913253,0.9668705159010231,0.8816281904488456,Highly Consistent,1.3885359915271176,1.4314362274880952,0.40131164621167564,1.3583547221039096,1.3248515291610217,2.536003641832721,0.6564015026699357,0.05992209574082209,0.8502363912039944,10.007053747939292,0,0,2,0,0,0,0,0,0,10.007053747939292,36.42567564249902
12533,Marcus Semien,659.6666666666666,112.66666666666667,173.66666666666666,3.6666666666666665,33.333333333333336,95.0,18.0,0.2632642748863062,-0.37350405891697847,0.33711949114039075,-0.007607591498694277,0.48155634158665994,0.027318539260105412,521,1979,191,12,18,2201,110,11,100,9.29157324317757,10.692676621563628,11.015141094572204,1.5275252316519468,10.214368964029708,10.44030650891055,6.082762530298219,0.014106735979665896,0.022479620400116484,0.05459242926755811,3,32,2B,0.9861103837446866,0.9133209018746146,0.940356111800612,0.7059166735548575,0.7654441353924609,0.900983723828342,0.7474225590753729,0.9491412749456993,0.9374869968287332,0.8981767146820484,0.8744359475727428,Highly Consistent,2.319368072682246,1.7513977341094975,1.1495906532105287,1.7495468953105704,1.6062776649044823,1.044211653323412,-0.013562278217704421,-0.2838406390039029,0.5659492059918863,9.888938962311014,0,0,0,0,2,0,0,0,0,9.888938962311014,35.995737822812096
19556,Yordan Alvarez,472.3333333333333,88.0,137.66666666666666,1.3333333333333333,33.666666666666664,99.33333333333333,0.6666666666666667,0.29146083274523643,39.68708678550507,0.3933534743202417,0.04819575922912772,0.5730416372618208,0.11880383493526625,413,1417,197,27,14,1655,88,4,101,63.532144095200614,9.643650760992955,15.50268793897798,0.5773502691896258,3.0550504633038935,4.041451884327381,0.5773502691896258,0.014525839046333935,0.03493326972004388,0.0414889543533376,3,26,LF,0.8814401248610504,0.901236274086083,0.8987872738715145,0.6978305207480378,0.9168053483857783,0.9609048582222647,0.5358983848622454,0.9525278700497499,0.9184348565391088,0.9324867550624404,0.8596352266688273,Highly Consistent,1.1518837675046274,0.7198800411210948,-0.34696736078717744,1.788666112631236,1.809529874052537,-0.9448443313556669,1.4410748686263692,1.7981926473341534,2.4612200312113472,9.87863565033852,0,2,0,0,0,0,0,0,0,10.866499215372373,39.55405714395544
19611,Vladimir Guerrero Jr.,614.6666666666666,97.0,174.0,0.33333333333333337,35.333333333333336,100.66666666666667,5.666666666666667,0.28308026030368766,36.19265210477869,0.36625119846596355,0.024758834022093668,0.5075921908893709,0.05335438856281638,522,1844,211,21,10,2086,94,1,106,20.231987873991358,23.302360395462088,14.525839046333951,0.5773502691896258,11.372481406154654,9.073771725877467,2.081665999466133,0.024758836806279872,0.03419551627528576,0.0822455672564384,3,24,1B,0.9681335159095132,0.8063017191112314,0.9229504076480257,0.3660254037844386,0.7565082320137828,0.9173160608906957,0.7313401361089089,0.9195721497408258,0.9146065755655373,0.8605623900460657,0.8163316590819025,Average Consistent,1.5778577707451098,1.7609488238593904,-0.9883493667861943,1.9842621992345668,1.8720690153288622,-0.3710781819290094,1.314188709769015,0.9237566542615764,1.1053253453930096,9.178980969876326,0,0,0,0,0,0,0,0,4,9.178980969876326,33.411490730349826
19612,Bo Bichette,621.0,93.66666666666667,185.0,1.6666666666666665,24.333333333333332,89.33333333333333,14.333333333333334,0.29790660225442833,64.18704494099927,0.3420523138832998,0.0018326865331330655,0.47611379495437467,0.02187599262782014,555,1863,108,10,7,1988,103,5,73,43.71498598878879,26.102362600602525,8.717797887081348,1.1547005383792517,4.509249752822894,14.84362938547488,10.066445913694334,0.008000000000000007,0.0050332229568471705,0.007549834435270757,3,25,SS,0.9342349925754102,0.782060831917122,0.9549974345043765,0.5907301480239404,0.8436599891433708,0.8575152413922795,0.5874370086802893,0.9738482270698223,0.9854986093552919,0.9843903200974649,0.8494372802759369,Highly Consistent,1.4200896213967833,2.0761347856058467,-0.13317335878750516,0.6933280276525867,1.3404863144801027,0.62344981041053,2.330691034486527,0.06837787185965745,0.45319775483308156,8.87258186193761,0,0,0,0,0,4,0,0,0,8.87258186193761,32.2961979774529
11579,Bryce Harper,438.3333333333333,82.66666666666667,130.33333333333334,1.0,24.666666666666668,73.66666666666667,11.666666666666666,0.2973384030418251,44.55929366474186,0.4105665181413113,0.06483113612167768,0.5460076045627377,0.09176980223618314,391,1315,226,13,15,1571,99,3,74,61.17461347105786,19.03505538035898,22.72296928953902,0.0,9.073771725877467,9.60902353693305,1.1547005383792517,0.011789826122551608,0.03260368077380222,0.06308988297130795,3,30,1B,0.8775302497939756,0.812834483062564,0.8515384933508555,1.0,0.7310713150697365,0.8846119015832824,0.9099393598270227,0.9618610498484029,0.9264307914800759,0.8964207138224626,0.8852238357838379,Highly Consistent,0.8994547285473048,0.5097560666234578,-0.5607613627868496,0.732447244973253,0.6056514044832892,0.3174411973829793,1.617989211731568,2.4188616209590594,1.901164854207504,8.442004966121567,0,0,0,0,0,0,0,0,5,9.286205462733726,33.801787884350766
19709,Fernando Tatis Jr.,526.5,95.0,141.5,0.5,33.5,87.5,27.0,0.26875593542260207,5.583981923173496,0.3471634208298052,0.004826923139210182,0.5223171889838556,0.06807938665730107,283,1053,115,5,7,1181,64,1,67,68.58935777509511,5.656854249492381,9.192388155425117,0.7071067811865476,12.020815280171307,13.435028842544403,2.8284271247461903,0.017677669529663664,0.029698484809834984,0.11455129855222068,2,24,RF,0.8847410781608743,0.9438006056152812,0.9389989881509873,0.4142135623730951,0.7359270653175773,0.8668942883693762,0.9051767928319734,0.9382835350879669,0.9211953122207236,0.8201335114013915,0.8369364739529248,Highly Consistent,1.4831968811361138,0.8297175732448602,-0.8814523657863581,1.7691065039709033,1.2544949952251565,2.0769907222913955,0.20275955400405585,0.1800933907257369,1.4103782949837518,8.325285549795614,5,0,0,0,0,0,0,0,0,8.325285549795614,30.304039401256038
17350,Rafael Devers,575.3333333333334,91.66666666666667,162.0,0.6666666666666667,32.666666666666664,100.33333333333333,4.333333333333333,0.28157589803012745,31.28010712193492,0.358841778697001,0.016972647290438014,0.5196987253765932,0.0654609230500387,486,1726,174,24,10,1934,113,2,98,18.448125469362285,8.621678104251709,4.358898943540674,0.5773502691896258,5.507570547286102,12.503332889007368,1.1547005383792517,0.012220201853215566,0.0037859388972001857,0.019035055380359028,3,26,3B,0.9689311190238894,0.9140311057686156,0.973798221969358,0.5358983848622454,0.8557254591252691,0.8891908693547363,0.7895966815491031,0.9584058404517016,0.9895597089976534,0.9646670469529242,0.8839804438055495,Highly Consistent,1.325428731787787,1.4171095928632562,-0.7745553647865219,1.6713084606692379,1.8564342300097805,-0.5240824884427848,1.1358096527716062,0.6332525942451876,1.3561324443788147,8.096837853496364,0,0,0,2,0,0,0,0,0,8.906521638846002,32.419738765399444
19326,Bryan Reynolds,558.3333333333334,84.0,154.0,5.666666666666667,25.0,78.66666666666667,8.0,0.27582089552238803,20.716210561553282,0.36157894736842106,0.01856465730513346,0.4811940298507463,0.026956227524191745,462,1675,184,29,12,1900,85,17,75,16.010413278030438,9.539392014169456,13.74772708486752,2.081665999466133,1.7320508075688772,14.742229591663989,3.605551275463989,0.022810816147900828,0.031224989991991997,0.03551056180912942,3,28,"LF,CF",0.9721239878165434,0.8980173827436849,0.9180452258651933,0.7313401361089089,0.9352069611105758,0.8421753153908057,0.6893252901232958,0.9236155597129428,0.9205074414431293,0.9312749250107216,0.8761632225325803,Highly Consistent,0.9625619882866353,1.1878834388658335,2.4323546652085626,0.7715664622939189,0.8401731842695065,-0.10332064552990267,0.7522247872406206,0.6926507809050951,0.558443312748124,8.094537974288393,0,3,3,0,0,0,0,0,0,8.903991771717234,32.410530049050735
5417,Jose Altuve,496.0,98.66666666666667,145.66666666666666,1.0,25.333333333333336,63.666666666666664,12.333333333333334,0.29368279569892475,44.98192317348736,0.37825059101654845,0.03704484654227125,0.5127688172043011,0.05853101487774659,437,1488,176,19,8,1692,92,3,76,123.45444503945575,20.840665376454115,29.501412395567325,1.0,7.371114795831994,17.009801096230763,6.658328118479393,0.016802777548171388,0.023288051299611444,0.022898325994127482,3,33,2B,0.800704561847817,0.8256118263192893,0.8315822577178229,0.5,0.7746143042463222,0.7891603144274809,0.6494078132461726,0.945882259930966,0.9420029634874465,0.9572526964088122,0.801621899763213,Average Consistent,1.6567418454192735,0.9491061951185177,-0.5607613627868496,0.8106856796145853,0.1366078449108546,0.39394335063986713,1.6333352805192496,1.3821500426468085,1.212567812669796,7.6143766887521025,0,0,0,0,3,0,0,0,0,7.6143766887521025,27.716331147057655
11493,Manny Machado,561.6666666666666,89.0,156.33333333333334,1.0,30.0,99.66666666666667,8.0,0.2783382789317507,25.081680475353608,0.3549071618037135,0.008129085617293197,0.49495548961424335,0.04071768728768882,469,1685,176,5,19,1885,89,3,90,17.616280348965084,12.767145334803706,16.010413278030438,1.0,2.0,7.76745346515403,4.582575694955841,0.020000000000000004,0.02364318083507377,0.034770677301427425,3,30,3B,0.9695895064066339,0.8745455098224374,0.9071018612927452,0.5,0.9375,0.927700311077864,0.6357998707058902,0.9329620051720708,0.9375428359930607,0.9343610350534888,0.855710293552419,Highly Consistent,1.1992142123091256,1.254741067115082,-0.5607613627868496,1.3583547221039096,1.8251646593716186,-0.10332064552990267,0.9107390419281132,0.3032976805505343,0.8435349551777056,7.030964330239337,0,0,0,3,0,0,0,0,0,7.734060763263272,28.15198117827831
19251,Pete Alonso,575.3333333333334,89.33333333333333,144.0,1.6666666666666667,41.0,114.33333333333333,4.0,0.25028968713789107,-22.71989287806508,0.3464646464646465,0.0011802872891845118,0.5133256083429896,0.05908780601643504,432,1726,192,45,17,1980,75,5,123,19.08751773629388,7.3711147958319945,19.672315572906,1.5275252316519468,4.582575694955841,18.77054430040145,1.0,0.028930952282978876,0.017776388834631163,0.008386497083606058,3,28,1B,0.9678888825956443,0.9237768795703521,0.8798067009436108,0.5217803813052,0.8994665039197655,0.8589782308818018,0.8,0.8963867701793663,0.9511960841533814,0.9839250479404756,0.8683205481489598,Highly Consistent,1.214991027243958,0.9013507463690549,-0.13317335878750503,2.6492888936858896,2.5130952134111886,-0.5623335650712286,-0.8249803474217424,0.04403673599296385,1.224102671830594,7.0263780172531725,0,0,0,0,0,0,0,0,6,7.729015818978491,28.133617581081708
19290,Randy Arozarena,555.3333333333334,87.0,146.33333333333334,3.0,21.0,80.33333333333333,24.666666666666668,0.2635054021608643,0.08728763913302373,0.35522858644245925,0.012224252957427628,0.4429771908763505,-0.011260611450204017,439,1666,182,43,12,1903,92,9,63,28.746014216467184,13.0,7.094598884597588,0.0,1.7320508075688772,10.263202878893768,6.429100507328637,0.010016652800877822,0.019467922333931763,0.017088007490635077,3,28,LF,0.9507840598421156,0.8700000000000001,0.9537594049399014,1.0,0.9238057831987524,0.8867152839612799,0.7932483713505177,0.9633789940548713,0.948043491524631,0.9628574220538971,0.9252592810925966,Guarantee,1.1045533227001294,0.9682083746183034,0.7220026492111841,0.3021358544459263,0.9183471108649117,1.8092331858922888,0.003169494999120714,0.45608912773209936,-0.23328238924300068,6.050456731220963,0,4,0,0,0,0,0,0,0,7.321052644777367,26.64863162698962
12161,Xander Bogaerts,560.6666666666666,85.66666666666667,165.66666666666666,1.0,19.0,70.0,10.666666666666666,0.29548156956004756,53.87203950121352,0.37598736176935227,0.028757002306657786,0.4619500594530321,0.007712257126477551,497,1682,175,22,20,1899,103,3,57,33.6501609703926,3.7859388972001824,8.386497083606084,1.0,4.0,10.816653826391969,7.371114795831994,0.011015141094572214,0.014011899704655814,0.027184554438136378,3,30,SS,0.9433800972720525,0.957676594512419,0.9518164628386829,0.5,0.8260869565217391,0.8661581083321267,0.5913513637385581,0.9640611441765691,0.9640719840040269,0.9444231635502596,0.8509025874946434,Highly Consistent,1.041446062960799,1.5221715801120748,-0.5607613627868496,0.06742055052192998,0.43366876597339643,0.20268796749764786,1.9561436360000102,1.0729290488270042,0.15977229805655407,5.895478547162567,0,0,0,0,0,5,0,0,0,6.485026401878824,23.60549610283892
13624,Corey Seager,474.3333333333333,77.66666666666667,136.33333333333334,1.3333333333333335,27.333333333333332,78.66666666666667,2.0,0.28742094167252286,34.1063687337853,0.3694029850746269,0.02399801682333197,0.5277582572030921,0.07352045487653758,409,1423,155,16,14,1608,88,4,82,120.02222016499,20.55075018906447,25.146238950056393,1.5275252316519468,9.814954576223638,19.85782801147531,1.0,0.042594991880892934,0.043347433603386484,0.08464041587799531,3,29,SS,0.7980632645584785,0.7907626687102665,0.8442760369347163,0.46606055596467205,0.7357898538926045,0.7984478065444893,0.6666666666666666,0.8709304989542314,0.8949790681200935,0.8617887013827867,0.7727765121729006,Less Consistent,0.6628025045248146,0.681675682121525,-0.34696736078717727,1.0454009835385811,0.8401731842695065,-0.7918400248418915,1.238433828816913,0.8953704245463314,1.5230991183449607,5.748148340533564,0,0,0,0,0,6,0,0,0,6.322963174586921,23.01558595549639
24610,Steven Kwan,600.5,91.0,169.5,7.0,5.5,53.0,20.0,0.28226477935054123,22.59293664741824,0.362094395280236,0.018807781745947272,0.38384679433805163,-0.0703910079885029,339,1201,132,10,10,1356,61,14,11,53.033008588991066,2.8284271247461903,2.1213203435596424,0.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.021213203435596406,0.023334523779156048,0.021213203435596444,2,25,LF,0.9188518286115465,0.9698553283752082,0.9876395290555213,1.0,0.8860810992764366,0.974010217739304,0.9339591174686886,0.9300996954018063,0.9394582953554652,0.9476294782200374,0.9487584589504013,Guarantee,1.2938751019181216,1.63200911223584,3.2875306732072516,-1.516907750965045,-0.36370528529974194,1.2737181130940751,0.8203704491344357,0.7017217985392443,-1.4582673949276166,5.670344816936565,0,5,0,0,0,0,0,0,0,6.237379298630222,22.704060647014007
12916,Francisco Lindor,561.3333333333334,93.0,142.33333333333334,3.3333333333333335,25.666666666666668,89.33333333333333,19.0,0.25356294536817103,-16.654866516026402,0.3411580594679186,-0.003365167256270063,0.44655581947743467,-0.007681982849119862,427,1684,183,27,17,1917,74,10,77,95.71485429824011,18.027756377319946,34.26854728950928,1.5275252316519468,5.507570547286102,23.24507116214819,10.816653826391969,0.02013289182738867,0.009073771725877474,0.02936551265231604,3,29,SS,0.8543259747154035,0.8376283826176412,0.8059559322434712,0.6857499120309064,0.8233294207172756,0.7935210463647923,0.6372277758137401,0.9264406355840793,0.9740920986680487,0.9382975490489044,0.8276568727804262,Highly Consistent,1.3885359915271176,0.8535952976195921,0.9357966512108564,0.8498048969352512,1.3404863144801027,1.1589648832087436,-0.604753624429252,-0.12555500969507172,-0.1591451157951078,5.637730285062233,0,0,0,0,0,7,0,0,0,6.201503313568456,22.573472061389182
