IDfg,Name,avg_ip,avg_app,avg_w,avg_sv,avg_k,avg_hld,avg_qs,earned_runs_below_avg,walks_hits_below_avg,k_bb_ratio_adjustment,avg_era,avg_whip,avg_k_bb,total_ip,total_app,total_w,total_sv,total_k,total_hld,total_h,total_er,total_bb,stddev_ip,stddev_app,stddev_w,stddev_sv,stddev_k,stddev_hld,stddev_qs,stddev_era,stddev_whip,stddev_k_bb,SeasonsPlayed,LatestAge,eligible_positions,consistency_ip,consistency_app,consistency_w,consistency_sv,consistency_k,consistency_hld,consistency_qs,consistency_era,consistency_whip,consistency_k_bb,overall_consistency,overall_consistency_cat,value_app,value_w,value_sv,value_k,value_hld,value_qs,value_era,value_whip,value_k_bb,total_value,sp_rank,rp_rank,p_rank,adjusted_total_value,player_draft_value
18684,Sandy Alcantara,205.86666666666665,31.0,10.0,0.0,186.33333333333334,0.0,21.788348238482385,53.55693330541777,100.80641522494375,0.8153159514848625,3.147668393782384,1.0832253886010363,3.7686111111111114,617.5999999999999,3,30,0,559,0,521,216,148,22.007574453658755,2.6457513110645907,3.6055512754639896,0.0,30.74627348693388,0.0,0.0,0.9300716818252952,0.11590225767142479,0.5402777063696041,3,27,SP,0.9034222808797506,0.9213644752169787,0.7349941062685069,1.0,0.858364063131962,1.0,1.0,0.7719149174345811,0.9033445204672649,0.8746132171761422,0.8968017580575186,Highly Consistent,-0.196681781870826,1.7325691487874209,-0.3987988336219326,2.4979081958369447,-0.7689006027889536,4.396348071643728,0.8174818843147036,1.0831578488806146,0.7191581626121574,9.882242093793856,14,0,0,10.870466303173242,18.04497406326758
7005,Ryan Pressly,59.06666666666666,59.666666666666664,4.0,30.0,73.33333333333333,0.33333333333333337,0.0,19.340493169883473,45.87062302114646,2.2763841625530734,2.9458239277652374,0.9875846501128669,5.28525641025641,177.2,3,12,90,220,1,133,58,42,9.513323989717437,8.386497083606084,1.0,3.6055512754639896,8.020806277010642,0.5773502691896258,0.0,0.6660580555276944,0.09018499505645794,0.8376355611680618,3,34,RP,0.8612813460797426,0.8767655077083397,0.8,0.8927096524645777,0.9014087504898053,0.3660254037844386,1.0,0.8155925197421724,0.9163225690566843,0.8631960901682888,0.8293301839494049,Highly Consistent,1.549437976813438,-0.21405742127139035,4.912828499376504,-0.10918501803506599,-0.7090168001097592,-0.5420181660094596,1.0093163575124602,1.6347937204922671,2.1148342891885417,9.646933437957536,0,8,0,8.199893422263905,13.611823080958082
13892,Paul Sewald,62.8,64.0,6.0,21.666666666666664,85.33333333333333,8.0,0.0,20.228831338634564,49.83084298636564,0.976750462919374,2.9617834394904463,0.9819532908704884,3.9673202614379086,188.39999999999998,3,18,65,256,24,120,62,65,2.2538855339169244,1.7320508075688772,3.6055512754639896,11.590225767142474,16.653327995729065,8.0,0.0,0.24433583445741236,0.19313207915827962,0.5532027958473578,3,33,RP,0.9653535601229872,0.973649828564767,0.6246387977050463,0.6514940236761332,0.8367107249251282,0.5,1.0,0.9237907845653699,0.8356442143828653,0.877624162328778,0.8188906096271076,Average Consistent,1.8133863124285015,0.43481810208154675,3.437376462432493,0.1676744383053245,0.668310661511711,-0.5420181660094596,0.9941483195438652,1.6672742284131887,0.9020180688800762,9.542988427587249,0,9,0,9.542988427587249,15.841360789794832
16122,Jordan Romano,62.0,61.333333333333336,5.666666666666667,31.666666666666668,76.66666666666667,3.0,0.0,32.181330302473626,28.83936727953298,0.32400321017212086,2.370967741935484,1.0913978494623655,3.2920634920634924,186.0,3,17,95,230,9,133,49,70,2.6457513110645907,2.081665999466133,1.1547005383792517,7.505553499465135,7.234178138070236,1.7320508075688772,0.0,0.44769781475157244,0.10785793124908948,0.25716402029314545,3,30,RP,0.9590730828027093,0.9671739175058313,0.830723005569163,0.8083960146340029,0.9137770524849136,0.6339745962155614,1.0,0.8411667486802591,0.9100626130106264,0.9275436642486771,0.8791890695151743,Highly Consistent,1.6509565674346167,0.326672181522724,5.207918906765307,-0.032279613496068414,-0.22994637867620432,-0.5420181660094596,1.5556639277438606,1.0360207957616754,0.2806204666483099,9.253608687694761,0,10,0,10.178969556464239,16.897089463730634
11847,Chris Martin,50.06666666666666,53.666666666666664,3.3333333333333335,2.0,51.0,15.0,0.0,21.556106513072777,24.21652131927877,5.090920503405203,2.6364846870838883,1.0852197070572571,8.683333333333334,150.2,3,10,6,153,45,144,44,19,6.511784189708174,7.094598884597588,1.1547005383792517,1.0,20.952326839756964,7.211102550927978,0.0,1.4843629385474881,0.15502687938977983,5.298663353463149,3,37,RP,0.8849069903621358,0.8832381317237068,0.7427157255525279,0.6666666666666666,0.7088026508660477,0.6753379291102909,1.0,0.6397918405633692,0.8750031799451359,0.6210367179913011,0.7697499832781183,Less Consistent,1.1839710505771968,-0.430349262389036,-0.0446903447553701,-0.6244512284463481,1.9258705177747926,-0.5420181660094596,1.3033146595043494,1.0716550351502017,5.2418771386150285,9.085179400021355,0,11,0,7.722402490018151,12.81918813343013
21132,Alexis Diaz,65.15,65.0,8.0,23.5,84.5,7.5,0.0,20.87057708823825,21.412201916791133,-0.5124357132233239,2.486569455103607,1.0821181887950881,2.452020202020202,130.3,2,16,47,169,15,72,36,69,2.7577164466275295,8.48528137423857,1.4142135623730951,19.091883092036785,2.1213203435596424,7.7781745930520225,0.0,0.8697413408594533,0.1626345596729059,0.0919238815542511,2,26,RP,0.959390234410327,0.8845308718214527,0.8497788951776651,0.5517483213695638,0.9755104131968203,0.49089634068004023,1.0,0.7408638848626384,0.8693438838571983,0.9638656045359729,0.8285928449911679,Highly Consistent,1.8742974668012085,1.0836936254344838,3.761975910560176,0.14844808717057525,0.5784849574929195,-0.5420181660094596,1.4457952046425733,1.0895439468934196,-0.4924201156584567,8.94780091732744,0,12,0,9.842581009060185,16.338684475039905
12304,Chris Bassitt,179.4333333333333,30.0,14.333333333333334,0.0,170.66666666666666,0.0,16.33413008130081,30.94575323559971,61.963072078347295,0.5212821217367467,3.410737506966376,1.1313394018205463,3.5458762383701847,538.3,3,43,0,512,0,462,204,147,21.504495654009972,3.0,2.081665999466133,0.0,13.868429375143148,0.0,0.0,0.22649503305812246,0.061101009266077755,0.4798263574808426,3,34,SP,0.8929793570360288,0.9090909090909091,0.8731851304247894,1.0,0.9248466569632858,1.0,1.0,0.9377287455322841,0.9487596959160426,0.8808092883027769,0.9367399783266116,Guarantee,-0.25759293624353286,3.1384661160521183,-0.3987988336219326,2.1364527945036564,-0.7689006027889536,3.160140236822718,0.567459053676557,0.8056462357476606,0.5141888500011415,8.897060914149433,15,0,0,8.31875195472972,13.809128244851335
14212,Josh Hader,54.766666666666666,59.0,2.6666666666666665,34.333333333333336,89.33333333333333,0.0,0.0,26.71017510051837,29.791441096920806,0.6116222577911685,2.4650030432136334,1.0651247717589774,3.646825396825397,164.3,3,8,103,268,0,100,45,75,4.259499188089293,2.6457513110645907,1.1547005383792517,1.5275252316519468,11.150485789118488,0.0,0.0,2.289330324206914,0.2212088003071608,0.7336438736426094,3,29,RP,0.9278371019630425,0.9570813680619428,0.6978305207480378,0.9574041087475962,0.889032026384962,1.0,1.0,0.5184750106303578,0.8280315424312138,0.8325193424849143,0.8608211021452068,Highly Consistent,1.5088305405649671,-0.6466411035066818,5.680063558587389,0.2599609237521213,-0.7689006027889536,-0.5420181660094596,1.4662920819923217,1.1875584391124947,0.6070862008407321,8.75223187254493,0,13,0,9.627455059799425,15.981575399267046
14986,Giovanny Gallegos,64.7,62.0,3.666666666666667,12.666666666666666,75.66666666666667,18.666666666666668,0.0,10.716646299516825,44.93559779009328,1.5782889244578353,3.4312210200927358,1.014940752189593,4.574074074074074,194.1,3,11,38,227,56,147,74,50,13.485918581987654,9.539392014169456,2.081665999466133,2.3094010767585034,18.14754345175493,6.110100926607787,0.0,0.7997708005005767,0.16041612554021287,0.4554484969053402,3,31,RP,0.827514738886824,0.8666553943835581,0.6378661221660685,0.8457938948778873,0.8065586926666302,0.7533939444035329,1.0,0.8109732104401882,0.8635170912088798,0.9094449839964335,0.8321718073030002,Highly Consistent,1.6915640036830877,-0.3222033418302131,1.843888262532963,-0.05535123485776762,2.584592347245931,-0.5420181660094596,0.5479913713200799,1.4770094179917295,1.4603765799193595,8.68584923999571,0,14,0,8.68584923999571,14.418509738392878
18655,A.J. Minter,62.1,68.66666666666667,3.6666666666666665,5.0,77.66666666666667,26.0,0.0,16.312267931993745,27.21330174288707,1.1990032101721209,3.1400966183574877,1.1003757380568975,4.34047619047619,186.3,3,11,15,233,78,149,65,56,9.132907532653553,7.094598884597588,1.1547005383792517,5.0,18.876793513023692,7.000000000000001,0.0,0.9873196037757984,0.17097758137642877,1.7519417798545702,3,29,RP,0.8717880843419599,0.9063558556872707,0.7605035067292174,0.5,0.804473617603,0.787878787878788,1.0,0.7607899105301538,0.8655152908613651,0.7124390039576591,0.7969744057589414,Average Consistent,2.097638366167801,-0.32220334183021326,0.4864723885444736,-0.009207992134369205,3.9020360061882062,-0.5420181660094596,0.8246781556738763,0.9842382031305072,1.2454107012527602,8.667044320983583,0,15,0,9.533748753081943,15.826022930116023
19291,Zac Gallen,171.70000000000002,29.333333333333332,11.0,0.0,183.66666666666666,0.0,15.632991598915986,33.81990988604389,82.04547357896479,0.8914357776046886,3.337216074548631,1.08716754028344,3.8675640468953536,515.1,3,33,0,551,0,417,191,143,45.708533120195405,5.686240703077327,6.557438524302,0.0,41.137979208188305,0.0,0.0,0.8804733575374858,0.19035055380358978,0.939521154631443,3,27,SP,0.7897574098670487,0.8376267884593567,0.6265150799061281,1.0,0.8170056537395178,1.0,1.0,0.7912427238384895,0.8509997199377262,0.8045549194066629,0.851770229515493,Highly Consistent,-0.2982003724920042,2.0570069104638895,-0.3987988336219326,2.4363838722057465,-0.7689006027889536,3.0012260056276605,0.6373343667574937,1.0604203385505677,0.8102185115325954,8.536690196235062,16,0,0,9.390359215858568,15.587996298325223
18384,Scott Effross,35.2,37.0,1.5,2.0,40.0,9.5,0.003084552845528471,8.7266970607212,13.749954067092062,2.0382889244578353,2.8124999999999996,1.0511363636363635,11.066666666666666,70.4,2,3,4,80,19,58,22,16,29.698484809834994,32.526911934581186,0.7071067811865476,2.8284271247461903,31.11269837220809,9.192388155425117,0.0,0.8061017305526643,0.0777817459305203,9.807571055057416,2,28,RP,0.5423855441793864,0.5321680335064184,0.6796227589829592,0.4142135623730951,0.5624874447969562,0.5082282649498053,1.0,0.7772339178012968,0.9311006305316851,0.5301590800199352,0.6477599237141538,Who Knows,0.1687851443654154,-1.0251518254625618,-0.0446903447553701,-0.8782390634250394,0.9377877735680857,-0.5413190468534829,1.136028404427472,1.2682406654226994,7.435113379733245,8.456555087020464,0,16,0,9.30221059572251,15.441669588899366
21029,Jhoan Duran,64.65,58.0,2.5,17.5,86.5,9.5,0.0,25.434118323171184,24.165753705610854,1.2578011195797867,2.1577726218097446,1.0595514307811291,4.46125,129.3,2,5,35,173,19,96,31,41,3.6062445840513933,1.4142135623730951,0.7071067811865476,13.435028842544403,3.5355339059327378,12.020815280171307,0.0,0.41719300090006306,0.11313708498984755,1.5556349186104044,2,25,RP,0.9471660855936685,0.9761973864908865,0.7795187907884576,0.5657017515345761,0.9607317938534513,0.4414330905369111,1.0,0.8379811376040729,0.9035233282595367,0.7414550985014223,0.8153708463162983,Average Consistent,1.4479193861922601,-0.7007140637860931,2.699650443960489,0.19459132989397368,0.9377877735680857,-0.5420181660094596,1.7582861465476172,1.219704309760331,1.3565514688159188,8.371758628943123,0,17,0,8.371758628943123,13.897119324045583
11804,Hector Neris,69.1,71.66666666666667,5.333333333333333,5.666666666666667,84.66666666666667,22.333333333333332,0.0,20.477901998402047,33.38871417767302,0.2132889244578351,3.039073806078148,1.0853835021707672,3.3978099304237825,207.29999999999998,3,16,17,254,67,145,70,80,4.58257569495584,2.081665999466133,1.1547005383792517,5.507570547286102,11.590225767142474,10.263202878893768,0.0,1.1353853971229328,0.08326663997864525,1.1234915813362083,3,34,RP,0.9378065213962172,0.9717733822011939,0.8220261235975241,0.5071188805255498,0.8795906924263893,0.6851443720255161,1.0,0.728016171231883,0.9287497284469592,0.7515114666840985,0.8211737338535331,Highly Consistent,2.2803718292859214,0.21852626096390096,0.6045085514999945,0.15229335739752525,3.243314176717069,-0.5420181660094596,0.9206909835555023,1.0707102990300594,0.37793246146549686,8.326329753906009,0,18,0,7.077380290820107,11.748451282761378
